Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
Hungría,Escultura,Renacimiento,25,Completado,,Estatua de Matthias Corvinus en Buda,Estatua de Janos Hunyadi en Budapest,Estatua de Ferenc Kölcsey en Debrecen,Estatua de István Széchenyi en Budapest,Estatua de Lajos Kossuth en Budapest,Estatua de Miklós Zrínyi en Budapest,Estatua de Árpád en Budapest,Estatua de Gellért en Buda,Estatua de Zsigmond Kornis en Budapest,Estatua de Mihály Vörösmarty en Budapest,Estatua de Sándor Petőfi en Budapest,Estatua de Ferenc Erkel en Budapest,Estatua de Károlyi Mór en Budapest,Estatua de János Arany en Budapest,Estatua de Zoltán Kodály en Budapest,Estatua de Béla Bartók en Budapest,Estatua de Imre Nagy en Budapest,Estatua de Ferenc Széchényi en Budapest,Estatua de János Bolyai en Budapest,Estatua de László Bártfay en Budapest,Estatua de Ferenc József en Budapest,Estatua de Károlyi Gábor en Budapest,Estatua de Zsigmond Füredi en Budapest,Estatua de István Tóth en Budapest,Estatua de Ágoston Trefort en Budapest
Hungría,Escultura,Manierismo,25,Completado,,Estatua de Mátyás Corvinus en Buda,Estatua de István Báthory en Debrecen,Estatua de János Hunyadi en Szentendre,Estatua de Zsigmond Kornis en Székesfehérvár,Estatua de Miklós Zrínyi en Óbuda,Estatua de Ferenc II Rákóczi en Kolozsvár,Estatua de Lajos Kossuth en Budapest,Estatua de István Széchenyi en Budapest,Estatua de Ferenc Kölcsey en Nagyvárad,Estatua de Árpád en Kecskemét,Estatua de Szent László en Pécs,Estatua de Szent István en Esztergom,Estatua de János Arany en Szeged,Estatua de Mihály Vörösmarty en Budapest,Estatua de Ferenc Erkel en Budapest,Estatua de Zsigmond Kornis (versión manierista) en Visegrád,Estatua de István Fazekas en Székesfehérvár,Estatua de Károlyi Mór en Târgu Mureș,Estatua de Ferenc Puskás en Budapest,Estatua de Árpád Független in Budafok,Estatua de Sándor Petőfi en Budapest,Estatua de Endre Ady en Szeged,Estatua de János Bolyai en Kolozsvár,Estatua de Gyula Krúdy en Budapest,Estatua de Dezső Kosztolányi en Budapest
Hungría,Escultura,Barroco,25,Completado,,Estatua de San Esteban I,Estatua de Mátyás Corvinus en Buda,Estatua de István Báthory en Debrecen,Estatua de Ferenc Kölcsey en Budapest,Estatua de János Arany en Szeged,Estatua de Lajos Kossuth en Budapest,Estatua de Zsigmond Kemény en Budapest,Estatua de Árpád en Budapest,Estatua de István Széchenyi en Budapest,Estatua de Miklós Zrínyi en Budapest,Estatua de Ferenc II en Budapest,Estatua de Károlyi Mór en Budapest,Estatua de Sándor Petőfi en Budapest,Estatua de Béla Bartók en Budapest,Estatua de Zoltán Kodály en Budapest,Estatua de János Hunyadi en Budapest,Estatua de Árpád en Esztergom,Estatua de Károlyi Mór en Kolozsvár,Estatua de Ferenc Puskás en Budapest,Estatua de Gyula Andrássy en Budapest,Estatua de István Tóth en Budapest,Estatua de Zsigmond Füredi en Budapest,Estatua de Sándor Rózsa en Budapest,Estatua de János Bolyai en Budapest,Estatua de László Szabó en Budapest
Hungría,Escultura,Rococó,25,Completado,,Estatua de María Teresa de Austria,Estatua de Ferenc Kölcsey,Estatua de István Széchenyi,Estatua de Lajos Kossuth,Estatua de Miklós Zrínyi,Estatua de Árpád,Estatua de Béla IV,Estatua de Szent István (San Esteban),Estatua de Ferenc II,Estatua de János Arany,Estatua de Mihály Vörösmarty,Estatua de Károly Kisfaludy,Estatua de Ferenc Molnár,Estatua de Zsigmond Kornai,Estatua de József Attila,Estatua de Sándor Petőfi,Estatua de Gyula Krúdy,Estatua de Endre Ady,Estatua de Dezső Szabó,Estatua de Gábor Dévay,Estatua de Gábor Harsányi,Estatua de József Eötvös,Estatua de Zoltán Kodály,Estatua de Béla Bartók,Estatua de Imre Nagy
Hungría,Escultura,Neoclasicismo,25,Completado,,Estatua de Ferenc Kölcsey,Estatua de István Széchenyi,Estatua de Ferenc Deák,Estatua de Lajos Kossuth,Estatua de Árpád,Estatua de Béla III,Estatua de Matthias Corvinus,Estatua de Zrínyi Miklós,Estatua de Sándor Petőfi,Estatua de Móricz Zsigmond,Estatua de Kossuth Lajos en Budapest,Estatua de Ferenc Széchényi,Estatua de János Arany,Estatua de Mihály Vörösmarty,Estatua de Endre Ady,Estatua de Gábor Dévay,Estatua de József Attila,Estatua de Miklós Zrínyi,Estatua de István Türr,Estatua de Gyula Andrássy,Estatua de Károlyi Mór,Estatua de Béla III en Visegrád,Estatua de Árpád en Pécs,Estatua de Ferenc Kölcsey en Debrecen,Estatua de Lajos Kossuth en Székesfehérvár
Hungría,Escultura,Romanticismo,25,Completado,,El Héroe de la Libertad (Kossuth Lajos) por János Fadrusz,La Libertad de Hungría por Árpád Feszty,El Monumento a los Héroes de 1848 por Gyula Juhász,El Monumento a Ferenc Kölcsey por Alajos Mérei,La Victoria de Budapest por István Szentpétery,El Monumento a Petőfi Sándor por Károly Vécsey,El Monumento a Ferenc Deák por Antal Papp,El Monumento a Lajos Kossuth en Debrecen por József Szakál,La Libertad en el Mar por Béla Tóth,El Héroe del 1848 por László Marton,El Monumento a la Memoria de 1848 por Árpád Feszty,El Monumento a Ferenc Kölcsey en Szeged por Zoltán Dávid,El Monumento a los Héroes de la Revolución de 1848 por László Sárközi,El Monumento a Árpád en Budapest por Márton Kálmán,El Monumento a János Arany por Gábor Keresztes,El Monumento a Mihály Vörösmarty por Ödön Lechner,El Monumento a Zsigmond Kemény por Miklós Izsó,El Monumento a István Széchenyi por Károly Sík,El Monumento a Károlyi Mór por László Papp,El Monumento a Endre Ady por József Szakál,El Monumento a Béla Bartók por György Varga,El Monumento a Ferenc Liszt por László Fülep,El Monumento a Zoltán Kodály por Imre Varga,El Monumento a Miklós Wesselényi por János Fodor,El Monumento a Árpád Keresztúri por Tamás Csernus
Hungría,Escultura,Realismo,25,Completado,,El Héroe de la Revolución,La Libertad que Llama,El Soldado de la Independencia,El Pensador del Danubio,La Madre Hungría,El Luchador por la Libertad,El Hombre del Pueblo,La Esperanza en el Amanecer,El Campesino de Transdanubia,El Maestro de la Escuela Popular,El Trabajador del Ferrocarril,La Mujer del Campo,El Canto del Alba,El Hijo del Pueblo,El Líder del Pueblo,El Guardián del Río,La Resistencia del Tiempo,El Cántico de la Tierra,El Hombre de la Lucha,La Voz del Pueblo,El Cofre del Recuerdo,El Canto del Soldado,El Pueblo que Camina,El Cielo de Budapest,El Monumento a los Caídos de 1848
Hungría,Escultura,Impresionismo y Post-Impresionismo,25,Completado,,El Hombre de la Lanza,La Madre,El Héroe del Pueblo,La Libertad que Llama,El Trabajador,El Pensador de Budapest,La Victoria de la Paz,El Niño y el Ángel,La Mujer del Danubio,El Canto del Viento,El Lamento de la Tierra,El Cofre de los Sueños,La Danza de las Almas,El Guardián del Río,La Esperanza en el Silencio,El Canto del Sol,El Hijo de la Tierra,La Sombra del Tiempo,El Vuelo del Pensamiento,La Mujer de la Luz,El Eco de la Memoria,El Círculo de la Vida,La Lágrima del Mundo,El Grito del Silencio,La Estrella Caída
Hungría,Escultura,Modernismo,25,Completado,,El Hombre que Lucha con el Dragón,El Monumento a los Héroes de la Revolución de 1848-1849,El Monumento a Ferenc Liszt,El Monumento a los Héroes de la Guerra de Independencia,El Monumento a Mihály Vörösmarty,El Monumento a Zsigmond Kemény,El Monumento a Lajos Kossuth,El Monumento a István Széchenyi,El Monumento a Gyula Krúdy,El Monumento a Árpád,El Monumento a Béla Bartók,El Monumento a Ferenc Erkel,El Monumento a Zoltán Kodály,El Monumento a János Arany,El Monumento a Sándor Petőfi,El Monumento a Miklós Zrínyi,El Monumento a István Tóth,El Monumento a Árpád Kálmán,El Monumento a Károlyi Mór,El Monumento a Béla Kun,El Monumento a Zsigmond Kornfeld,El Monumento a Gyula Déry,El Monumento a István Széchenyi (versión modernista),El Monumento a la Libertad y la Justicia,El Monumento a los Caídos en la Primera Guerra Mundial
Hungría,Escultura,Vanguardias,25,Completado,,El Hombre de Hierro,La Estatua del Libertador,El Monumento a los Mártires de la Revolución de 1956,El Ángel de la Libertad,El Monumento a los Héroes de la Batalla de 1849,La Escultura del Pensador de Budapest,El Hombre del Río Danubio,La Fuente de las Ninfas,El Monumento a Ferenc Kölcsey,El Coloso de la Libertad,El Hombre de la Espada,La Estatua del Poeta en el Viento,El Monumento a los Caídos de la Primera Guerra Mundial,La Escultura del Silencio,El Hombre de la Llama,El Monumento a los Artistas del Siglo XX,El Ángel de la Memoria,El Hombre del Tiempo,La Estatua del Libertador de la Pobreza,El Monumento a los Vencedores de la Opresión,La Escultura del Grito del Alma,El Hombre de la Esperanza,El Monumento a la Resistencia Cultural,La Estatua del Pensamiento Libre,El Hombre del Eco
Hungría,Escultura,Arte Moderno y Contemporáneo,25,Completado,,El Hombre que Lleva el Mundo,La Estatua de los Héroes del 1848,El Monumento a los Caídos de la Revolución de 1956,La Fuente de las Nueve Fuentes,El Monumento a la Libertad,El Ángel de la Libertad,El Monumento a los Artistas del 1848,El Hombre de la Espada,La Estatua de Ferenc Kölcsey,El Monumento a los Héroes de la Guerra de Independencia,El Monumento a la Revolución de 1956 en Budapest,El Monumento a los Caídos de la Segunda Guerra Mundial,La Estatua de Lajos Kossuth,El Monumento a los Héroes de la Batalla de Mohács,El Monumento a los Mártires del 1956,El Hombre del Futuro,La Estatua de István Széchenyi,El Monumento a los Luchadores por la Libertad,El Monumento a los Trabajadores del Ferrocarril,El Monumento a la Paz y la Solidaridad,El Monumento a los Héroes de la Guerra de Independencia de 1848-1849,La Estatua de Zoltán Kodály,El Monumento a los Caídos del 1919,El Monumento a los Héroes de la Revolución de 1956 en Debrecen,El Monumento a la Memoria de los Judíos Húngaros
Hungría,Arquitectura y Monumentos,Antigüedad (Romana/Griega),25,Completado,,Pannonia Roman Fort (Aquanum),Aquincum Roman Settlement,Roman Theatre in Aquincum,Roman Bath Complex in Aquincum,Roman Bridge near Óbuda,Pannonia's Roman Road System,Cibalae (modern-day Vinkovci) - Roman Military Camp,Csetnek Roman Villa,Szőny Roman Fort,Tác (Takó) Roman Fort,Pécs Roman Cemetery,Veszprém Roman Temple Remains,Budapest Roman Forum Site,Szentendre Roman Settlement,Pécs Roman Mosaic Floor,Taksony Roman Villa,Kecskemét Roman Settlement,Székesfehérvár Roman Fortress,Sárospatak Roman Fortlet,Békés Roman Villa,Szeged Roman Settlement,Kiskőrös Roman Building Remains,Nyíregyháza Roman Finds Site,Körmend Roman Fort,Pápa Roman Temple Foundations
Hungría,Arquitectura y Monumentos,Arte Medieval (Románico),25,Completado,,Catedral de Eger,Catedral de Székesfehérvár,Iglesia de San Martín en Várad (Oradea),Iglesia de San Esteban en Székesfehérvár,Iglesia de San Miguel en Budapest,Iglesia de San Gellért en Budapest,Iglesia de San László en Szentendre,Iglesia de San Pedro y San Pablo en Pécs,Iglesia de San Andrés en Pécs,Iglesia de San Adalberto en Zirc,Iglesia de San Miguel en Sopron,Iglesia de San Martín en Kecskemét,Iglesia de San Esteban en Kaposvár,Iglesia de San Andrés en Győr,Iglesia de San Juan Bautista en Tatabánya,Iglesia de San László en Nagykanizsa,Iglesia de San Miguel en Miskolc,Iglesia de San Pedro en Veszprém,Iglesia de San Esteban en Szentgotthárd,Iglesia de San László en Kőszeg,Iglesia de San Martín en Sárospatak,Iglesia de San Andrés en Vác,Iglesia de San Gellért en Esztergom,Iglesia de San Pedro en Nagyvázsony,Iglesia de San László en Szombathely
Hungría,Arquitectura y Monumentos,Arte Medieval (Gótico),25,Completado,,Catedral de Esztergom,Catedral de Székesfehérvár,Iglesia de San Esteban de Budapest,Iglesia de San Martín de Buda,Iglesia de San Andrés de Budapest,Iglesia de San László de Budapest,Iglesia de San Miguel de Pécs,Iglesia de San Gellért de Budapest,Iglesia de San Martín de Sopron,Iglesia de San Adalberto de Kecskemét,Iglesia de San Andrés de Veszprém,Iglesia de San Pedro y San Pablo de Győr,Iglesia de San Martín de Nagyvázsony,Iglesia de San Miguel de Kaposvár,Iglesia de San Esteban de Eger,Iglesia de San László de Szombathely,Iglesia de San Martín de Szeged,Iglesia de San Gellért de Székesfehérvár,Iglesia de San Andrés de Sárospatak,Iglesia de San Miguel de Vác,Iglesia de San Esteban de Szentendre,Iglesia de San Martín de Sárvár,Iglesia de San László de Szentgotthárd,Iglesia de San Andrés de Csorna,Iglesia de San Miguel de Tatabánya
Hungría,Arquitectura y Monumentos,Renacimiento,25,Completado,,Catedral de Esztergom,Castillo de Buda,Palacio del Parlamento (en construcción durante el Renacimiento),Iglesia de San Esteban de Budapest,Iglesia de San Martín de Budapest,Iglesia de San Juan de la Catedral de Székesfehérvár,Monasterio de Pannonhalma,Castillo de Visegrád,Catedral de Győr,Iglesia de San Miguel de Debrecen,Iglesia de San Pedro y San Pablo de Pécs,Palacio de los Arzobispos de Eger,Iglesia de San Juan de Szeged,Iglesia de San Esteban de Sopron,Iglesia de San Martín de Kecskemét,Iglesia de San László de Târgu Mureș (con influencia renacentista),Palacio de los Condes de Esterházy en Fertőd,"Iglesia de San Miguel de Kassa (Košice, con conexión húngara)",Castillo de Hédervár,Iglesia de San Andrés de Vác,Iglesia de San Martín de Nagyvázsony,Iglesia de San Esteban de Sárospatak,Iglesia de San Juan de Tiszalök,Iglesia de San Pedro de Zirc,"Iglesia de San László de Várad (Oradea, con influencia húngara"
Hungría,Arquitectura y Monumentos,Manierismo,25,Completado,,Catedral de San Esteban de Buda,Palacio Real de Budapest,Iglesia de San Martín en Esztergom,Castillo de Visegrád,Iglesia de San Miguel en Székesfehérvár,Iglesia de la Santa Cruz en Debrecen,Palacio de los Arzobispos en Eger,Iglesia de San Juan Bautista en Sopron,Catedral de la Asunción en Veszprém,Castillo de Fót,Iglesia de San Andrés en Pécs,Palacio de la Cámara de la Corona en Székesfehérvár,Iglesia de San Esteban en Kecskemét,Iglesia de San Pedro y San Pablo en Nagyvázsony,Castillo de Gödöllő,Iglesia de San Juan en Szombathely,Palacio de los Condes Esterházy en Fertőd,Iglesia de San Miguel en Szentendre,Castillo de Tihany,Iglesia de San Juan Bautista en Sárospatak,Palacio de los Condes Esterházy en Kismarton,Iglesia de San Esteban en Szabadka,Iglesia de San Miguel en Kaposvár,Castillo de Sümeg,Iglesia de San Esteban en Szentlászló
Hungría,Arquitectura y Monumentos,Barroco,25,Completado,,Palacio de Belvárd,Iglesia de San Esteban (Szent István-bazilika),Catedral de Esztergom,Palacio de la Ópera de Budapest,Iglesia de la Santa Cruz (Szent Kereszt-templom),Iglesia de San Martín (Szent Márton-templom),Iglesia de San Andrés (Szent András-templom),Iglesia de San Carlos Borromeo (Szent Károly-templom),Iglesia de la Virgen María (Széchenyi tér-i templom),Iglesia de San Miguel (Szent Miklós-templom),Iglesia de San Juan (Szent János-templom),Iglesia de San Pedro y San Pablo (Szent Péter és Szent Pál-templom),Iglesia de San Lázaro (Szent László-templom),Iglesia de San Andrés de Buda (Budai Szent András-templom),Iglesia de San José (Szent József-templom),Iglesia de San Francisco (Szent Ferenc-templom),Iglesia de San Nicolás (Szent Miklós-templom),Iglesia de San Martín de Székesfehérvár,Iglesia de San Miguel de Eger,Iglesia de San Esteban de Győr,Iglesia de San Pedro de Nagyvarad,Iglesia de San Juan de Vác,Iglesia de San Andrés de Kecskemét,Iglesia de San Lázaro de Tatabánya,Iglesia de San Juan de Sopron
Hungría,Arquitectura y Monumentos,Rococó,25,Completado,,Palacio de Schönbrunn (influencia rococó en Hungría),Iglesia de San Esteban (estilo rococó en la arquitectura religiosa húngara),Palacio de Esterházy en Fót,Iglesia de la Santa Cruz en Budapest (parte del estilo rococó en la arquitectura religiosa),Palacio de Sándor Palace (originalmente construido con influencias rococó),Iglesia de la Asunción de la Virgen María en Nagykanizsa,Iglesia de San Esteban en Székesfehérvár (restaurada con elementos rococó),Palacio de Várkert in Budapest (con elementos rococó en sus jardines y fachadas),Iglesia de San Miguel en Pápa (estilo rococó en su interior),Palacio de los Aranyi en Győr,Iglesia de la Santa Trinidad en Kecskemét,Palacio de Károlyi en Budapest,Iglesia de San Martín en Buda (reformada con estilos rococó),Palacio de Gárdonyi en Mór,Iglesia de San Juan Bautista en Szentendre,Palacio de Zichy en Óbuda,Iglesia de San Pedro y San Pablo en Pécs,Palacio de Szent-Györgyi en Tatabánya,Iglesia de la Asunción en Cegléd,Palacio de Bánffy en Kistarcsa,Iglesia de San László en Szombathely,"Palacio de Esterházy en Kismarton (actual Eisenstadt, pero influyente en Hungría)",Iglesia de San Andrés en Komárom,Palacio de Károlyi en Székesfehérvár,Iglesia de San Martín en Eger
